Timestamp,Filename,Origin (Easting[ftUS],Northing[ftUS],Height[ftUS]),Direction (Easting,Northing,Height),Up (Easting,Northing,Height),Roll(X)[deg],Pitch(Y)[deg],Yaw(Z)[deg],Omega[deg],Phi[deg],Kappa[deg]
236745.385920000,181204_182503563.jpg,6041009.706,2242810.667,106.627,3.278755215,-0.114858519,-0.014402601,0.019828994,0.158595327,3.276936259,-2.781572128,0.251527502,-2.006315799,177.229192217,-0.346291810,1.991887967
236745.844906000,181204_182504023.jpg,6041000.451,2242811.600,106.594,3.280161311,-0.061989516,-0.018322685,0.021204417,0.159901829,3.276864095,-2.800450004,0.319988590,-1.082664713,177.206340850,-0.370312375,1.065867953
236746.328892000,181204_182504508.jpg,6040991.000,2242812.395,106.582,3.280775734,-0.009284456,-0.007644199,0.007983396,0.166309844,3.276604467,-2.906341004,0.133498243,-0.162144194,177.094344029,-0.139420525,0.155276730
236746.834876000,181204_182505015.jpg,6040981.652,2242812.956,106.533,3.280710353,0.022273841,-0.008827101,0.007701240,0.146613315,3.277545667,-2.560591753,0.154156474,0.388994259,177.438714265,-0.134492986,-0.395397502
236747.364860000,181204_182505546.jpg,6040972.381,2242813.425,106.500,3.280369265,-0.052488910,0.007276933,-0.005660102,0.108440699,3.279035472,-1.892634703,-0.127084323,-0.916706681,178.105865906,0.098847010,0.920473749
236747.939843000,181204_182506122.jpg,6040963.106,2242814.279,106.441,3.265775784,-0.313463799,0.008898881,-0.000486138,0.089289950,3.279617588,-1.552079016,-0.155410087,-5.482709477,178.440465874,0.008489671,5.484956367
236748.562778000,181204_182506747.jpg,6040954.004,2242816.077,106.349,3.185585768,-0.784531725,0.013515126,0.005078461,0.077601084,3.279910948,-1.338010873,-0.236028584,-13.835222782,178.644662173,-0.088689351,13.836948032
236749.260756000,181204_182507446.jpg,6040945.302,2242819.475,106.258,2.965540530,-1.402827531,0.035630390,0.010222596,0.105136315,3.279131464,-1.737528210,-0.622260830,-25.316152105,178.163597221,-0.178525596,25.322734874
236750.080732000,181204_182508268.jpg,6040937.345,2242824.399,106.064,2.583167866,-2.022120184,0.043578653,-0.022542017,0.042039148,3.280487169,-0.336975874,-0.761079308,-38.054064734,179.265799673,0.393672277,38.058798633
236750.974705000,181204_182509163.jpg,6040930.318,2242831.056,105.927,2.116577083,-2.506731763,0.005448673,-0.078600530,-0.059152362,3.279361397,1.713720002,-0.095155557,-49.823683227,-178.966623857,1.372793462,49.809857229
236751.888677000,181204_182510079.jpg,6040925.477,2242839.244,105.998,1.689972336,-2.811649524,-0.047521214,0.089225321,-0.001742544,3.279616028,-1.321950113,0.829938306,-58.991573309,-179.969557408,-1.558406403,58.982465021
236752.826649000,181204_182511019.jpg,6040921.123,2242848.306,106.048,1.381531644,-2.974991042,-0.066609191,0.052762278,-0.048895423,3.280042883,-0.478122578,1.163341146,-65.090703150,-179.145957967,-0.921469743,65.092781937
236753.689622000,181204_182511884.jpg,6040917.636,2242857.559,106.159,1.186419189,-3.058253953,-0.055934688,-0.014040892,-0.065407797,3.280152046,0.639677841,0.976889363,-68.796732416,-178.857645717,0.245207742,68.799791547
236754.552596000,181204_182512748.jpg,6040915.153,2242866.554,106.457,1.067086176,-3.101257073,-0.084669190,0.044179707,-0.074311719,3.279692780,-0.309430645,1.478824822,-71.012591188,-178.702006378,-0.771568831,71.017420455
236755.455569000,181204_182513653.jpg,6040912.694,2242875.610,106.578,0.944265701,-3.141810887,-0.031949145,0.008154453,-0.030889373,3.280677633,0.016771313,0.557967980,-73.271942445,-179.460544708,-0.142407630,73.272725243
236756.999522000,181204_182515200.jpg,6040910.447,2242885.947,106.626,0.826424983,-3.174715756,-0.042846334,-0.000420983,-0.044367616,3.280533524,0.200183334,0.748288699,-75.408899149,-179.225149610,0.007351843,75.410197761
236758.723470000,181204_182516928.jpg,6040908.720,2242895.802,106.700,0.725909594,-3.198999221,-0.055618740,0.008696117,-0.055047361,3.280359900,0.062499169,0.971370966,-77.215077056,-179.038615555,-0.151867581,77.216935265
236760.352421000,181204_182518560.jpg,6040907.342,2242905.593,106.807,0.602971224,-3.224382425,-0.058458213,0.016331961,-0.056410196,3.280307343,-0.101415564,1.020966988,-79.407821108,-179.014802951,-0.285219404,79.409427124
236762.203365000,181204_182520415.jpg,6040906.459,2242915.279,106.923,0.478150805,-3.245409376,-0.048195773,0.052618017,-0.040956758,3.280153902,-0.807020691,0.841720228,-81.618825906,-179.284628528,-0.918949952,81.618682507
235977.578261000,181204_181214209.jpg,6040378.102,2242970.633,107.051,-0.097396413,3.278728873,0.063893901,-0.115925436,-0.067335992,3.278097684,-2.056850392,-1.115912350,91.701501729,-178.823242281,2.024916645,-91.702200578
235979.782193000,181204_181216418.jpg,6040377.856,2242964.855,106.438,-0.092363798,3.278796825,-0.067792432,-0.121926343,0.064326051,3.277939997,-2.095173484,1.184009722,91.613596974,178.875775848,2.129784450,-91.614411862
235980.977157000,181204_181217615.jpg,6040377.324,2242955.018,106.615,-0.085143722,3.279497135,-0.035825828,-0.150462863,0.031881170,3.277231588,-2.611115445,0.625673882,91.487203696,179.442639530,2.628569977,-91.488705092
235981.936127000,181204_181218576.jpg,6040376.785,2242943.729,106.628,-0.061479753,3.280215109,0.006494015,-0.148007543,-0.009276051,3.277485455,-2.586129049,-0.113411412,91.073746040,-179.837840094,2.585646613,-91.074833965
235982.634106000,181204_181219275.jpg,6040376.281,2242932.881,106.472,-0.046040543,3.280469890,0.005546295,-0.124803185,-0.007308451,3.278455176,-2.179531372,-0.096860422,90.804078601,-179.872274467,2.180060017,-90.804656218
235983.225088000,181204_181219867.jpg,6040375.729,2242922.214,106.338,-0.035893162,3.280536462,0.020615597,-0.109892157,-0.021821825,3.278923913,-1.921438528,-0.360032716,90.626862298,-179.618691941,1.919490799,-90.627188610
235983.765072000,181204_181220409.jpg,6040375.218,2242912.043,106.170,0.021516575,3.280666985,0.019848731,-0.074471951,-0.019372006,3.279933631,-1.296313995,-0.346639940,89.624225427,-179.661602430,1.300673405,-89.624122533
235984.285056000,181204_181220930.jpg,6040374.332,2242902.212,106.050,0.116344891,3.278701834,0.014528573,-0.092501147,-0.011269529,3.279513154,-1.605536010,-0.253727514,87.967709248,-179.803112807,1.615633416,-87.966911205
235984.805040000,181204_181221451.jpg,6040373.153,2242893.023,105.988,0.165081168,3.276496864,0.030801060,-0.134945212,-0.024037106,3.277973846,-2.331104364,-0.537916980,87.115680759,-179.579862082,2.357316821,-87.113343631
235985.409021000,181204_181222056.jpg,6040372.005,2242884.019,105.870,0.126595062,3.278299910,0.018873396,-0.154650690,-0.012914866,3.277166642,-2.688974745,-0.329606406,87.788560905,-179.774206310,2.701784337,-87.786123327
235986.123000000,181204_181222771.jpg,6040371.012,2242874.998,105.787,0.056990014,3.280220642,0.023182448,-0.172537492,-0.020173950,3.276237643,-3.005874360,-0.404861148,89.004652683,-179.647196446,3.014543837,-89.003283252
235987.022972000,181204_181223673.jpg,6040370.390,2242866.275,105.687,-0.010121831,3.280253914,0.058852588,-0.149836566,-0.059268367,3.276879820,-2.618707877,-1.027855521,90.176796174,-178.963813630,2.617620693,-90.176914279
